営業利益
四半期、期間毎
（円）

コード,年度,1Q,2Q,3Q,4Q
4113,2026/03,741000000,665000000,363000000,
4114,2026/03,4295000000,4716000000,6173000000,
4116,2026/03,2493000000,1611000000,2078000000,
4118,2026/03,8161000000,6802000000,7233000000,
4119,2026/03,84000000,321702000,546298000,
4120,2026/03,118000000,98278000,-79278000,
4124,2026/09,50000000,,,
4125,2026/03,222000000,270303000,465697000,
414A,2026/08,507000000,,,
4151,2025/12,38093000000,47869000000,51880000000,65616000000
4165,2026/09,299000000,,,
4166,2025/12,-32000000,-33329000,-18671000,-49000000
4167,2026/03,-48000000,-100852000,-254148000,
4168,2025/12,223000000,226491000,273509000,159000000
4169,2026/03,198000000,125119000,199881000,
4170,2025/12,9000000,5617000,53383000,-39000000
4171,2025/12,311000000,-45850000,16850000,36000000
4172,2026/09,187000000,,,
4173,2025/02,5772000,8715000,22513000,70084000
4174,2026/01,2000000,-20507000,-105493000,
4175,2026/01,-230000000,134414000,-203414000,155000000
4176,2026/08,79000000,,,
4177,2026/03,-283000000,182966000,493034000,
4178,2025/12,11000000,15944000,32056000,41000000
4179,2024/03,-39189000,-54192000,-14132000,-40920000
4180,2025/12,73000000,806000000,1029000000,1068000000
4182,2026/03,10982000000,14163000000,12659000000,
4183,2026/03,12753000000,15184000000,26707000000,
4185,2024/03,-6144000000,3394000000,15649000000,-9250000000
4186,2025/12,9801000000,10045000000,12047000000,15493000000
4187,2025/11,1365000000,1557944000,1708056000,1556165000
4188,2026/03,60908000000,25581000000,26833000000,
4189,2025/12,2705000000,3300000000,2500000000,2743000000
4192,2025/12,-10000000,-19010000,-28990000,48000000
4193,2026/03,290000000,308452000,332548000,
4194,2026/07,7069000000,,,
4196,2026/09,3000000,,,
4197,2025/11,114000000,131298000,-9298000,44298000
4198,2026/05,8000000,9311000,,
4199,2026/08,-114000000,,,
4200,2024/03,-21631000,-12020000,,
4202,2026/03,13043000000,7078000000,12323000000,
4203,2026/03,8596000000,7866000000,8369000000,
4204,2026/03,21219000000,24228000000,27456000000,
4205,2026/03,12129000000,7223000000,8248000000,
4206,2026/03,6324000000,7024000000,8731000000,
4208,2026/03,2955000000,5295000000,6246000000,
4212,2026/03,608000000,1127000000,1515000000,
4215,2025/03,2114000000,,,
4216,2026/03,2163000000,2188000000,1538000000,
4218,2026/03,651000000,374000000,736000000,
4220,2026/03,2650000000,2883131000,2951869000,
4221,2025/12,1678000000,1849000000,1158000000,1500000000
4222,2026/03,427000000,434859000,831141000,
4224,2026/03,369000000,206000000,429000000,
4228,2026/03,262000000,518000000,916000000,
4229,2026/03,651000000,747000000,829000000,
4231,2026/03,916000000,738879000,851121000,
4234,2026/03,162000000,223323000,211677000,
4235,2025/12,371000000,293000000,530000000,427000000
4237,2026/03,-59000000,57021000,-66021000,
4238,2026/01,108000000,226072000,130928000,90000000
423A,2026/09,124000000,,,
4240,2026/03,45000000,68526000,41474000,
4241,2026/03,57000000,40763000,63237000,
4242,2026/03,111000000,454000000,851000000,
4243,2026/09,83000000,,,
4245,2025/12,742000000,-217000000,204000000,543000000
4246,2026/03,2713000000,2122000000,3112000000,
4247,2026/03,97000000,146518000,92482000,
4248,2025/12,230000000,270379000,256621000,234000000
4249,2026/03,1076000000,740000000,246000000,
4250,2025/11,20000000,39875000,39125000,24866000
4251,2025/12,1260000000,987048000,1035952000,1003000000
4255,2025/12,2000000,22018000,98982000,74000000
4256,2026/03,56000000,101295000,111705000,
4258,2025/12,282000000,204430000,308570000,256000000
4259,2026/03,144000000,402000000,481000000,
4260,2026/09,-61000000,,,
4261,2025/12,100000000,114395000,106605000,118000000
4262,2026/03,226000000,247629000,304371000,
4263,2026/06,-133000000,-153117000,,
4264,2025/12,152000000,-36140000,88140000,122000000
4265,2026/03,-51000000,4369000,-71369000,
4267,2026/01,99000000,,,
4268,2025/04,2000000,,,
4270,2026/02,150000000,190111000,109889000,
4272,2026/03,4367000000,6251000000,5703000000,
4274,2026/03,-29000000,135586000,128414000,
4275,2026/03,445000000,1059000000,1084000000,
4284,2025/12,319000000,410219000,342781000,325000000
4286,2025/12,-299627000,628465000,321077000,754449000
4287,2026/01,146000000,164295000,163705000,133000000
4288,2026/03,-21000000,125001000,63999000,
428A,2026/08,198000000,,,
4290,2026/03,1934000000,2322256000,2423744000,
4293,2025/12,1557369000,467114000,785517000,1429000000
4295,2025/03,-40000000,-95698000,,
4298,2025/03,2277000000,1541000000,3011000000,1781000000
4299,2026/03,235000000,447000000,445000000,
4301,2026/03,3554000000,1401000000,1424000000,
4304,2025/03,63000000,134366000,423634000,125503000
4307,2026/03,37246000000,41553000000,39981000000,
4308,2026/03,164000000,197926000,287074000,
4310,2026/03,723000000,44000000,186000000,
4316,2026/03,-119000000,-86358000,-50642000,
4317,2026/02,490000000,218117000,713883000,
4318,2026/03,2840000000,1023888000,348112000,
4319,2026/03,473000000,388876000,,
4320,2026/09,655000000,,,
4323,2026/03,493000000,1200160000,929840000,
4324,2025/12,25426000000,-61971000000,29098000000,-281765000000
4326,2026/06,572000000,1791864000,,
4331,2025/12,12000000,-477000000,,2091000000
4333,2024/03,328549000,363451000,418065000,464721000
4334,2026/01,39000000,12107000,-60107000,190000000
4335,2026/06,60000000,134152000,,
4337,2026/03,2351000000,643000000,947000000,
4341,2026/03,-138000000,80000000,245000000,
4343,2026/02,1222000000,2408416000,322584000,
4344,2025/03,-849529000,-760255000,-533216000,-1337481000
4345,2026/03,676000000,846000000,992000000,
4346,2026/09,323000000,,,
4347,2026/03,244000000,114257000,309743000,
4348,2025/03,1282000000,,,
4349,2024/03,78325000,88860000,99599000,47854000
4350,2026/03,439000000,847000000,1087000000,
4351,2025/12,-99000000,-29000000,-33000000,235000000
4356,2025/12,434000000,203168000,339832000,222000000
4360,2026/03,101000000,351000000,167000000,
4361,2025/11,82000000,116948000,21052000,206645000
4362,2026/03,1238000000,1742812000,865188000,
4365,2026/03,2025000000,1581000000,2278000000,
4366,2024/03,229000000,17000000,115000000,415000000
4367,2026/03,-406000000,98619000,295381000,
4368,2026/03,4694000000,5052953000,4816047000,
4369,2026/01,1712000000,1465676000,1383324000,1341000000
4370,2026/08,-86000000,,,
4371,2025/12,598000000,475298000,514702000,613000000
4372,2025/12,142000000,141837000,178163000,209000000
4373,2026/03,3213000000,3842000000,3761000000,
4374,2025/12,159000000,225296000,217704000,172000000
4375,2025/12,-20000000,-51501000,-23499000,14000000
4376,2026/09,138000000,,,
4377,2025/12,330000000,1034197000,312803000,451000000
4378,2026/10,-2000000,,,
4379,2025/12,95000000,50314000,69686000,16000000
4380,2026/01,138000000,166673000,157327000,
4381,2026/03,-37000000,-29708000,-20292000,
4382,2026/04,117000000,141698000,99302000,
4384,2026/07,1126000000,,,
4385,2026/06,8894000000,10885000000,,
4386,2026/03,137000000,204502000,200498000,
4387,2026/03,-203000000,22830000,4170000,
4388,2026/03,-16000000,-21667000,99667000,
4389,2026/03,192000000,183372000,278628000,
4390,2026/03,1048000000,1303000000,1344000000,
4391,2026/06,71000000,103497000,,
4392,2025/12,256000000,136000000,173000000,269000000
4393,2026/09,616000000,,,
4394,2025/11,37000000,38236000,56764000,57955000
4395,2025/12,108000000,123230000,114770000,183000000
4396,2026/06,572000000,1008843000,,
4397,2026/08,109000000,,,
4398,2026/06,32000000,158449000,,
4401,2026/03,10996000000,8769000000,9542000000,
4403,2026/03,11847000000,8801000000,11178000000,
4404,2025/12,352000000,201000000,597000000,810000000
4406,2026/03,286000000,55000000,101000000,
4409,2026/03,559000000,331000000,576000000,
4410,2026/03,760000000,873000000,1029000000,
4412,2026/08,56000000,,,
4413,2026/02,607000000,799949000,951051000,
4414,2026/03,117000000,297829000,376171000,
4415,2025/12,170000000,270418000,209582000,327000000
4416,2026/03,11000000,31938000,7062000,
4417,2026/03,352000000,608662000,617338000,
4418,2026/06,196000000,118000000,,
4419,2026/03,223000000,140162000,452838000,
4420,2025/12,160000000,23307000,173693000,458000000
4421,2026/09,48000000,,,
4422,2026/07,-1000000,62939000,,
4423,2024/03,1956000000,,,
4424,2026/09,-63000000,,,
4425,2026/03,-245000000,-171198000,-105802000,
4427,2026/09,-25000000,,,
4428,2025/12,43000000,135000000,29000000,102000000
4429,2026/02,129000000,38227000,128773000,
4430,2026/05,341000000,392221000,,
4431,2026/04,589000000,732716000,907284000,
4432,2026/02,2097000000,2011859000,2102141000,
4433,2026/08,341000000,,,
4434,2026/02,199000000,-108535000,272535000,
4435,2025/03,178000000,152000000,194000000,12000000
4436,2026/03,93000000,108311000,193689000,
4437,2026/03,-26000000,276319000,406681000,
4438,2025/12,-161000000,-88810000,-171190000,-31000000
4439,2026/08,743000000,,,
4440,2026/08,231000000,,,
4441,2026/10,226000000,,,
4442,2026/03,99000000,170301000,278699000,
4443,2026/05,527000000,2385000000,,
4444,2026/03,-66000000,-46046000,33046000,
4445,2026/09,81000000,,,
4446,2026/07,-43000000,,,
4447,2026/09,3000000,,,
4448,2025/12,76000000,70881000,127119000,211000000
4449,2025/12,1023000000,739000000,539000000,302000000
4450,2025/12,240000000,182949000,175051000,115000000
4452,2025/12,31184000000,38285000000,45398000000,49202000000
4461,2026/03,1723000000,2145000000,3191000000,
4462,2026/03,632000000,1014578000,1004422000,
4463,2025/12,856000000,1079000000,966000000,946000000
4464,2026/03,1080000000,844444000,1364556000,
4465,2026/05,582000000,562283000,,
4471,2026/03,1858000000,2432000000,3268000000,
4475,2026/09,530000000,,,
4476,2025/12,139000000,27592000,106408000,97000000
4477,2025/12,389000000,181000000,575000000,541000000
4478,2026/06,271000000,260524000,,
4479,2026/09,334000000,,,
4480,2025/12,-121000000,1582000000,150000000,539000000
4481,2025/12,1570000000,1350885000,1495115000,1333000000
4482,2025/12,58000000,468594000,414406000,361000000
4483,2024/03,2546000000,1056000000,2065000000,-183000000
4484,2026/03,11000000,25656000,74344000,
4485,2025/03,68000000,173000000,,
4486,2025/12,125000000,138554000,174446000,122000000
4487,2025/12,80000000,-4065000,46065000,125000000
4488,2026/03,99000000,125872000,-23872000,
4489,2024/03,270889000,253918000,333392000,797801000
4490,2026/02,279000000,220969000,370031000,
4491,2026/03,89000000,148113000,178887000,
4492,2026/03,24000000,127996000,172004000,
4493,2025/12,240000000,236726000,367274000,258000000
4494,2024/02,145508000,145366000,145599000,84318000
4495,2026/06,341000000,343711000,,
4496,2026/03,130000000,75538000,108462000,
4498,2026/03,309000000,390991000,470009000,
4499,2026/09,-245000000,,,
4502,2026/03,184566000000,68995000000,168821000000,
4503,2026/03,94647000000,104731000000,134502000000,
4506,2026/03,20400000000,75757000000,13617000000,
4507,2026/03,35097000000,39674000000,73968000000,
4512,2026/03,-143000000,-52717000,382717000,
4516,2026/03,10081000000,9499000000,12753000000,
4519,2025/12,136651000000,136691000000,156485000000,169006000000
4521,2024/03,3293000000,2219000000,3361000000,640000000
4523,2024/03,26027000000,5400000000,6110000000,15871000000
4524,2026/03,193000000,81000000,179000000,
4526,2026/03,2365000000,1726000000,1625000000,
4527,2026/03,11699000000,7618000000,14258000000,
4528,2026/03,21995000000,30074000000,36223000000,
4530,2026/02,3364000000,4764000000,4480000000,
4531,2026/03,136000000,126000000,102000000,
4534,2026/03,2572000000,2395000000,2559000000,
4536,2026/03,7573000000,10342000000,10304000000,
4538,2026/03,596000000,651000000,1120000000,
4539,2026/03,232000000,-110000000,85000000,
4540,2026/03,7719000000,9400000000,11743000000,
4543,2026/03,55885000000,45098000000,43884000000,
4544,2026/03,870000000,1456000000,1851000000,
4547,2026/03,2108000000,-8945000000,3155000000,
4548,2026/03,-365000000,-192000000,-79000000,
4549,2026/03,800000000,929000000,1050000000,
4551,2025/12,1704000000,1448000000,,
4552,2026/03,-606000000,2985000000,-1952000000,
4553,2026/03,5206000000,5237000000,9047000000,
4554,2026/09,2786000000,,,
4556,2024/03,209451000,308155000,276640000,70966000
4558,2026/03,92000000,-59665000,265665000,
4559,2026/03,1520535000,2120578000,4924887000,
4563,2025/12,-1255000000,-1145469000,-1141531000,-1603000000
4564,2026/03,-303000000,-172938000,-218062000,
4565,2025/12,-2193000000,-563000000,-3151000000,-2555000000
4568,2026/03,96711000000,47526000000,89538000000,
4569,2026/03,2368000000,-1005000000,3246000000,
4570,2026/03,54000000,88124000,80876000,
4571,2026/03,-189000000,-210139000,-202861000,
4572,2025/12,-497000000,-555841000,-498159000,-523000000
4574,2025/12,44000000,2000000,278000000,135000000
4575,2026/06,-360000000,-240329000,,
4576,2025/12,-142000000,-167022000,-168978000,-141000000
4577,2026/05,998000000,629000000,,
4578,2025/12,124420000000,117698000000,165303000000,71954000000
4579,2025/12,93000000,-283195000,-153805000,827000000
4581,2024/03,9073000000,7287000000,2657000000,
4582,2025/12,-1169000000,-985055000,-1184945000,-1101000000
4583,2025/12,-264000000,-272822000,-268178000,-174000000
4584,2026/03,184000000,31337000,-131337000,
4586,2025/12,-419000000,-190330000,-132670000,-199000000
4587,2025/12,-1367000000,-1258842000,-1432158000,-955195000
4588,2025/12,-785000000,-482127000,-303873000,-453000000
4591,2026/03,-239000000,-299230000,-249770000,
4592,2026/01,-1007000000,-881122000,-784878000,
4593,2025/12,-744000000,-829000000,-760000000,-1007000000
4594,2026/03,-245000000,-219575000,-491425000,
4595,2025/12,1122000000,354000000,718000000,2452000000
4596,2025/12,-259000000,-191051000,-203949000,-241000000
4597,2025/12,-296000000,-241000000,-176000000,-148000000
4598,2026/03,-358000000,-473215000,-402785000,
4599,2026/07,-541000000,-451917000,,
4611,2026/03,705000000,1112000000,1169000000,
4612,2025/12,51432000000,69743000000,69404000000,66525000000
4613,2026/03,12241000000,12085000000,14695000000,
4615,2026/03,31000000,91000000,164000000,
4616,2025/11,-29000000,-9635000,29635000,63330000
4617,2026/03,3922000000,5129000000,3871000000,
4619,2026/03,797000000,843000000,1095000000,
4620,2026/03,551000000,465995000,763005000,
4621,2024/03,339000000,515000000,,
4623,2026/03,234000000,85410000,281590000,
4624,2024/03,229777000,176330000,269379000,-30164000
4625,2026/03,91000000,171389000,100611000,
4626,2026/03,7055000000,8132000000,9384000000,
4627,2026/10,345000000,,,
4628,2026/03,2820000000,2944000000,3859000000,
4629,2026/03,156000000,474364000,323636000,
462A,2026/10,-181000000,,,
4631,2025/12,13057000000,13922000000,13494000000,11719000000
4633,2025/12,3857000000,3788000000,4259000000,3322000000
4634,2025/12,4479000000,4894000000,5505000000,5887000000
4635,2026/03,567000000,529000000,812000000,
4636,2024/03,78000000,119000000,573000000,
4641,2025/12,1404000000,1286240000,1233760000,1473000000
4642,2025/12,560000000,366347000,-201347000,196000000
4644,2026/03,-36000000,-93996000,130996000,
4645,2026/02,-293000000,797207000,-57207000,
4650,2026/03,-123000000,46865000,-18865000,
4651,2026/03,-343000000,324000000,427000000,
4657,2026/06,-58000000,26921000,,
4658,2026/03,837000000,1473000000,608000000,
4659,2026/03,411000000,923446000,391554000,
4661,2026/03,38767000000,29474000000,73173000000,
4662,2026/03,864000000,857535000,725465000,
4664,2026/03,54000000,17404000,44596000,
4665,2026/03,2109000000,2582000000,2884000000,
4666,2026/10,9194000000,,,
4667,2026/03,-7000000,213677000,121323000,
4668,2026/08,496000000,,,
4671,2026/03,455000000,623000000,668000000,
4673,2025/11,52000000,232537000,313463000,67970000
4674,2026/03,1014000000,1706291000,1897709000,
4676,2026/03,-12779000000,-211000000,8144000000,
4678,2026/03,-470000000,228359000,387641000,
4679,2026/03,-15000000,-12664000,42664000,
4680,2026/03,6076000000,8873000000,4612000000,
4681,2026/03,4548000000,7867000000,7447000000,
4684,2026/03,21479000000,22176000000,22610000000,
4685,2026/03,878000000,1327000000,1572000000,
4686,2026/03,5977000000,6072000000,5463000000,
4687,2026/03,1257000000,1390419000,1420581000,
4689,2026/03,95071000000,119455000000,69672000000,
4690,2026/03,92000000,107515000,60485000,
4691,2026/03,1043000000,959545000,1550455000,
4694,2026/03,2804000000,3111000000,3285000000,
4704,2025/12,15006000000,13466000000,16002000000,13303000000
4705,2026/03,-113000000,62549000,-23549000,
4707,2026/10,41000000,,,
4709,2026/03,1009000000,1009708000,999292000,
4712,2025/12,487000000,141885000,519306000,425065000
4714,2026/02,-599000000,1378218000,877782000,
4716,2026/05,21128000000,21531000000,,
4718,2026/03,-326000000,1993499000,815501000,
4719,2026/03,1172000000,1203602000,1585398000,
4720,2026/03,-128000000,237986000,62014000,
4722,2025/12,3335000000,3773000000,4605000000,4463000000
4725,2025/12,948000000,683000000,755000000,194000000
4726,2025/03,869000000,,,
4728,2026/08,232000000,,,
4732,2026/03,14708000000,14001000000,15186000000,
4733,2026/03,5570000000,5590014000,6109986000,
4735,2026/05,208000000,10820000,,
4736,2026/03,23000000,27032000,55968000,
4739,2024/03,8780000000,12226000000,,
4743,2026/03,431000000,725545000,970455000,
4745,2026/02,-756000000,1140945000,,
4746,2025/12,1589000000,1377175000,1698825000,1605000000
4748,2024/06,-466357000,117578000,1250879000,
4750,2026/04,42000000,80915000,111085000,
4751,2026/09,23395000000,,,
4752,2026/03,288000000,318055000,237945000,
4754,2026/09,194000000,,,
4755,2025/12,-15444000000,8834000000,7956000000,13036000000
4760,2026/08,82000000,,,
4761,2026/03,64000000,260000000,215000000,
4762,2026/03,230000000,265218000,245782000,
4763,2026/02,1421000000,717896000,1629104000,
4765,2026/03,513000000,903445000,1421555000,
4766,2025/12,36000000,51991000,30009000,9000000
4767,2026/06,337000000,864030000,,
4768,2025/12,21175000000,27998000000,17356000000,23414000000
4769,2026/09,269000000,,,
476A,2026/09,40000000,,,
4770,2025/03,33000000,,,
4771,2026/03,437000000,500089000,1663911000,
4772,2025/12,42000000,96000000,87000000,-52000000
4776,2025/12,2614000000,2549000000,2845000000,2093000000
4777,2025/12,-130000000,-117010000,58010000,-32000000
4781,2025/03,1943000000,,,
4783,2026/03,370000000,691617000,706383000,
4784,2025/12,1631000000,1629000000,2373000000,2591000000
4792,2026/03,1035000000,1055315000,442685000,
4800,2026/03,370000000,356634000,446366000,
4801,2026/03,223000000,948000000,810000000,
4809,2026/09,867000000,,,
4811,2025/12,351000000,257423000,205577000,160000000
4812,2025/12,5779000000,4882000000,5616000000,6611000000
4813,2026/01,-854000000,-1135634000,-38366000,
4814,2024/03,-111474000,-40635000,4204000,15289000
4816,2026/03,6578000000,10060000000,6680000000,
4819,2024/03,6337000000,2242000000,-1989000000,2726000000
4820,2025/12,1533000000,547000000,1283000000,313000000
4824,2024/06,19674000,14443000,6351000,21304000
4825,2026/05,912000000,1356898000,,
4826,2026/06,631000000,794637000,,
4827,2026/03,356000000,542255000,214745000,
4828,2026/03,1728000000,1642386000,1766614000,
4829,2026/05,-11000000,23974000,,
4832,2026/03,1653000000,1013664000,1890336000,
4833,2026/03,-131000000,-122081000,-93919000,
4834,2026/05,28000000,26105000,,
4837,2024/03,1228000000,1040000000,1133000000,
4838,2026/03,606000000,733254000,397746000,
4839,2026/03,1176000000,455000000,2341000000,
4840,2025/12,-71000000,61888000,11112000,-206000000
4845,2026/06,-72966000,129778000,,
4847,2026/06,205000000,670304000,,
4848,2025/12,2084000000,2100000000,1909000000,1822000000
4849,2026/03,1328000000,1039000000,742000000,
4880,2025/10,-62000000,79073000,105927000,43708000
4881,2025/12,-603000000,-306938000,-343062000,-395000000
4882,2026/03,-218000000,-181766000,-173234000,
4883,2025/12,-632000000,-399954000,-783046000,-396000000
4884,2026/09,-199000000,,,
4885,2026/05,74000000,275419000,,
4886,2026/03,1479000000,1170000000,2262000000,
4887,2026/03,6979000000,1555000000,7409000000,
4888,2026/03,-151000000,-147904000,-213096000,
4889,2026/03,-102000000,-86439000,-66561000,
4890,2024/03,-176051000,-232131000,-548534000,307162000
4891,2025/12,-274000000,-197934000,,-224066000
4892,2025/12,-240000000,-231248000,-217752000,-139000000
4893,2025/12,-241000000,-171520000,-195480000,-189000000
4894,2026/03,-196000000,-299335000,-275665000,
4896,2025/12,-198000000,-239357000,-230643000,-248000000
4901,2026/03,75291000000,,173160000000,
4902,2026/03,10062000000,12920000000,10309000000,
4911,2025/12,7202000000,10882000000,-51434000000,4562000000
4912,2025/12,5636000000,7743000000,14450000000,8539000000
4914,2026/03,3948000000,2261000000,1173000000,
4917,2026/03,1016000000,1355000000,520000000,
4918,2026/03,-258000000,465867000,-174867000,
4919,2025/12,712000000,1226590000,1551410000,2162000000
4920,2026/02,86000000,24715000,-95715000,
4921,2025/03,2621000000,2121000000,,
4922,2025/12,6659000000,4660000000,2256000000,4892000000
4923,2026/03,-49000000,202831000,1635169000,
4925,2026/03,60000000,197593000,255407000,
4926,2026/03,30000000,95324000,2676000,
4927,2025/12,4148000000,4069000000,3735000000,3741000000
4928,2026/09,2251000000,,,
4929,2026/03,-10000000,-11896000,284896000,
4930,2024/06,108582000,147419000,-92224000,
4931,2026/09,1518000000,,,
4932,2026/03,-880000000,187892000,841108000,
4933,2025/12,901000000,787000000,519000000,
4934,2026/07,575000000,51000000,,
4935,2025/12,-176000000,40725000,38275000,230000000
4936,2026/07,61000000,-75903000,,
4937,2026/09,-33000000,,,
4951,2026/03,437000000,1403000000,242000000,
4955,2024/12,460745000,725258000,-17003000,
4956,2026/03,2136000000,2486000000,2962000000,
4957,2026/03,530000000,333000000,474000000,
4958,2026/09,1568000000,,,
4960,2026/03,101000000,3884000,179116000,
4966,2026/03,4509000000,5066000000,5986000000,
4967,2025/12,2535000000,4113000000,4847000000,3428000000
4968,2026/03,681000000,248000000,901000000,
4970,2026/03,397000000,540000000,1134000000,
4971,2025/12,1093000000,1347811000,1806189000,1501000000
4972,2026/03,1429000000,1539084000,1604916000,
4973,2026/03,92000000,179481000,165519000,
4974,2026/03,-1796000000,-546000000,-2513000000,
4975,2026/03,2802000000,2979000000,3106000000,
4976,2026/06,184000000,155253000,,
4977,2026/03,1253000000,1071000000,1290000000,
4978,2026/03,-291000000,-255630000,-129370000,
4979,2025/12,1479000000,1257000000,303000000,411000000
4980,2026/03,7985000000,11917000000,10549000000,
4985,2025/12,6269000000,7285000000,-282000000,-5185000000
4987,2024/03,-192000000,-389000000,-54000000,
4990,2026/03,147000000,129698000,158302000,
4992,2025/11,1897000000,1760000000,1189000000,67000000
4994,2026/03,688000000,391492000,415508000,
4995,2025/11,18000000,427503000,-76503000,-188296000
4996,2026/10,4990000000,,,
4997,2024/03,1385000000,-209000000,1379000000,4883000000
4998,2026/03,1255000000,865000000,-568000000,
5009,2026/03,149000000,,,
5010,2025/12,243000000,278000000,411000000,241000000
5011,2026/03,-317000000,1542000000,2616000000,
5013,2026/03,1150000000,1180000000,1497000000,
5015,2025/12,130000000,588749000,416251000,426000000
5016,2026/03,29558000000,40476000000,54771000000,
5017,2026/03,-13422000000,-4910000000,,
5018,2026/02,520000000,429000000,722000000,
5019,2026/03,-21015000000,46859000000,10847000000,
5020,2026/03,50299000000,116439000000,104047000000,
5021,2026/03,7987000000,52267000000,27587000000,
5025,2026/02,23000000,25109000,22891000,
5026,2026/08,61000000,,,
5027,2025/12,298000000,446000000,518000000,536000000
5028,2025/12,37000000,49686000,24314000,60000000
5029,2026/03,-64000000,70141000,4859000,
5031,2026/01,51000000,95162000,118838000,74000000
5032,2026/04,7003000000,4069000000,5837000000,
5033,2026/03,119000000,110916000,71084000,
5034,2026/06,-3000000,65277000,,
5035,2025/12,30000000,-23439000,-22561000,52000000
5036,2026/09,2313000000,,,
5038,2025/12,376000000,412426000,406574000,342000000
5039,2025/12,39000000,30602000,54398000,36000000
5070,2025/12,-329000000,-378829000,-218171000,
5071,2026/03,244000000,400592000,587408000,
5074,2026/06,995000000,2277000000,,
5075,2026/01,139000000,122991000,173009000,-15000000
5076,2026/03,6662000000,17033000000,36846000000,
5078,2026/02,596000000,451067000,256933000,
5079,2026/04,219000000,399119000,330881000,
5101,2025/12,19340000000,35518000000,36799000000,61244000000
5103,2026/03,-3000000,-63121000,-111879000,
5105,2025/12,22419000000,,34068000000,25282000000
5108,2025/12,88766000000,75718000000,127239000000,89514000000
5110,2025/12,12318000000,14716000000,19099000000,36451000000
5121,2026/03,1507000000,1177582000,885418000,
5122,2026/03,814000000,1689000000,1799000000,
5125,2026/06,98000000,67211000,,
5126,2025/12,73000000,82000000,92000000,111000000
5127,2024/08,147798000,240202000,,
5129,2026/08,-659000000,,,
5131,2026/07,-217000000,,,
5132,2026/10,126000000,,,
5133,2026/03,-8000000,189819000,206181000,
5134,2026/10,36000000,,,
5136,2025/10,125000000,113940000,85060000,195841000
5137,2026/09,87000000,,,
5138,2026/03,61000000,5344000,27656000,
5139,2025/12,324000000,512749000,354251000,8000000
5142,2026/03,445000000,830000000,1144000000,
5161,2026/03,1758000000,2221000000,2542000000,
5162,2026/03,45000000,77231000,75769000,
5184,2025/12,2571000000,2346000000,2025000000,2118000000
5185,2026/03,1000000000,549000000,1072000000,
5186,2026/03,1095000000,1485000000,1698000000,
5187,2025/12,221000000,327221000,364779000,92000000
5189,2026/03,-145000000,141164000,284836000,
5191,2026/03,9633000000,9354000000,,
5192,2026/03,2395000000,2202000000,1989000000,
5194,2026/03,239000000,-77795000,32795000,
5195,2026/03,3818000000,2751000000,2857000000,
5199,2026/03,163233000,85197000,111570000,
5201,2025/12,25840000000,28182000000,40816000000,32627000000
5202,2026/03,6870000000,5125000000,6516000000,
5204,2026/03,1575000000,1334000000,1258000000,
5208,2026/03,902000000,1552758000,1660242000,
5210,2026/03,1483000000,1089000000,1388000000,
5212,2024/03,95190000,63662000,68392000,
5214,2025/12,7897000000,8771000000,7649000000,9814000000
5216,2025/12,8000000,-250000000,-47000000,-1135000000
5217,2025/03,1151000000,,,
5218,2026/10,329000000,,,
5232,2026/03,1740000000,2379000000,4415000000,
5233,2026/03,10061000000,22792000000,26213000000,
5237,2026/03,567000000,549839000,472161000,
5240,2025/12,-8000000,-101103000,-123897000,-157000000
5241,2025/12,67000000,13265000,21735000,52000000
5242,2025/12,-3000000,241000,-36241000,-12000000
5243,2025/11,5000000,18667000,103333000,129142000
5244,2026/03,573000000,502328000,528672000,
5246,2025/11,-13000000,30018000,-153018000,-79316000
5247,2026/03,13000000,39155000,31845000,
5248,2026/01,610000000,303000000,-185000000,
5250,2025/11,40000000,28872000,33128000,41612000
5252,2026/03,-23000000,-11274000,3274000,
5253,2024/03,895000000,1409000000,1187000000,2045000000
5254,2026/06,161000000,22807000,,
5255,2025/12,93000000,33397000,487343000,-801279000
5256,2026/06,58000000,39627000,,
5257,2025/12,95000000,-7093000,72093000,164000000
5258,2026/03,-196000000,26736000,-85736000,
5259,2026/09,32000000,,,
5261,2026/03,923000000,567000000,1589000000,
5262,2026/03,629000000,516391000,722609000,
5268,2026/03,64000000,6312000,225688000,
5269,2026/03,-129000000,258589000,175411000,
5271,2026/02,76000000,392998000,-184998000,
5273,2026/03,4709000000,3884000000,4800000000,
5277,2025/03,-55000000,-84028000,-68972000,
5279,2026/03,35000000,72452000,369548000,
5280,2026/03,23000000,1750013000,421987000,
5282,2026/03,285000000,347300000,378700000,
5283,2026/06,125000000,591000000,,
5284,2026/03,484000000,425616000,1136384000,
5285,2026/03,719000000,691763000,973237000,
5287,2026/03,59000000,45592000,104408000,
5288,2026/03,2858000000,2579000000,2678000000,
5290,2026/03,1075000000,1286506000,2366494000,
5301,2025/12,7136000000,6820000000,7345000000,4549000000
5302,2025/12,1289000000,1320000000,856000000,1344000000
5304,2026/03,609000000,971000000,1349000000,
5310,2025/12,2140000000,1700000000,1580000000,1339000000
5331,2024/03,2347000000,2542000000,3163000000,2657000000
5332,2026/03,8207000000,12574000000,19638000000,
5333,2026/03,23781000000,24919000000,24348000000,
5334,2026/03,33846000000,38145000000,38916000000,
5337,2025/12,-33000000,-216000000,-210000000,-205000000
5341,2025/11,-41000000,-88320000,-47680000,-95305000
5342,2026/03,-61000000,-44147000,-23853000,
